game_name,platform,release_year,genre,publisher,price,user_score,downloads
Dragon Arena,XBOX,2018.0,action,Unknown,59.99,8.5,0.0
Speed Racer X,PS4,2020.0,adventure,Ubisoft,0.0,8.5,0.0
Pixel War,PC,2020.0,adventure,Unknown,59.99,6.911119779634752,926708.0
Speed Racer X,XBOX,2019.0,shooter,Sony,0.0,8.5,0.0
Mystic Quest,XBOX,2020.0,rpg,Nintendo,0.0,6.911119779634752,500000.0
Sky Legends,PS4,2020.0,shooter,Ubisoft,0.0,6.911119779634752,0.0
Zombie Land,SWITCH,2018.0,adventure,EA,59.99,6.911119779634752,500000.0
Call of Battle,PC,2021.0,rpg,Ubisoft,59.99,6.911119779634752,1000000.0
Mystic Quest,XBOX,2020.0,action,Unknown,0.0,8.5,770933.0
Pixel War,XBOX,2020.0,rpg,Ubisoft,0.0,6.911119779634752,860324.0
Sky Legends,PLAYSTATION,2020.0,action,Unknown,39.99,6.186553265407048,819017.0
Dragon Arena,XBOX,2020.0,adventure,Sony,0.0,9.372214755493998,1000000.0
Pixel War,PLAYSTATION,2020.0,shooter,EA,0.0,6.911119779634752,500000.0
Sky Legends,PC,2020.0,shooter,Unknown,59.99,8.5,161639.0
Pixel War,PLAYSTATION,2021.0,rpg,Unknown,0.0,8.5,500000.0
Dragon Arena,SWITCH,2019.0,action,Nintendo,59.99,5.282691889576355,0.0
Mystic Quest,PC,2021.0,shooter,Sony,39.99,8.5,1000000.0
Zombie Land,SWITCH,2020.0,shooter,Ubisoft,0.0,6.911119779634752,1000000.0
Call of Battle,XBOX,2020.0,rpg,Nintendo,0.0,9.317242728055746,0.0
Zombie Land,XBOX,2020.0,action,Nintendo,59.99,6.344894341369634,500000.0
Speed Racer X,XBOX,2020.0,adventure,Sony,0.0,2.312366276712498,1000000.0
Speed Racer X,PLAYSTATION,2020.0,action,Unknown,39.99,1.7723299563776371,1000000.0
Dragon Arena,XBOX,2020.0,rpg,EA,59.99,7.244157025505058,0.0
Zombie Land,PC,2020.0,action,Unknown,0.0,6.911119779634752,500000.0
Sky Legends,SWITCH,2020.0,adventure,Ubisoft,0.0,7.288797088074276,395900.0
Mystic Quest,PS4,2018.0,rpg,Ubisoft,39.99,6.911119779634752,0.0
Pixel War,PC,2018.0,rpg,Unknown,59.99,6.911119779634752,907265.0
Call of Battle,XBOX,2020.0,adventure,Sony,59.99,6.911119779634752,745162.0
Mystic Quest,SWITCH,2020.0,shooter,Unknown,59.99,6.911119779634752,481233.0
Call of Battle,PS4,2020.0,rpg,Nintendo,0.0,8.5,500000.0
Pixel War,XBOX,2020.0,adventure,Nintendo,59.99,6.911119779634752,290279.0
Pixel War,XBOX,2021.0,adventure,EA,0.0,8.5,500000.0
Zombie Land,PLAYSTATION,2019.0,action,Unknown,0.0,6.911119779634752,1000000.0
Zombie Land,PS4,2020.0,action,Sony,59.99,6.911119779634752,1000000.0
Speed Racer X,PLAYSTATION,2019.0,shooter,Unknown,0.0,8.5,1000000.0
Zombie Land,XBOX,2019.0,adventure,Unknown,59.99,6.911119779634752,559850.0
Speed Racer X,XBOX,2020.0,action,Unknown,59.99,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2020.0,adventure,Unknown,59.99,8.5,1000000.0
Speed Racer X,PC,2020.0,shooter,Unknown,59.99,6.911119779634752,1000000.0
Speed Racer X,PLAYSTATION,2018.0,rpg,EA,0.0,8.5,0.0
Pixel War,PLAYSTATION,2020.0,action,Sony,0.0,8.5,1000000.0
Call of Battle,SWITCH,2020.0,action,Nintendo,0.0,8.5,1000000.0
Call of Battle,PS4,2021.0,adventure,Unknown,0.0,6.911119779634752,1000000.0
Zombie Land,SWITCH,2020.0,action,Unknown,0.0,6.911119779634752,414296.0
Sky Legends,PC,2021.0,rpg,EA,59.99,6.911119779634752,771881.0
Sky Legends,SWITCH,2020.0,adventure,Unknown,59.99,6.911119779634752,500000.0
Dragon Arena,XBOX,2020.0,rpg,Ubisoft,0.0,3.649777528034213,1000000.0
Zombie Land,XBOX,2020.0,rpg,EA,0.0,8.5,1000000.0
Zombie Land,SWITCH,2020.0,rpg,EA,59.99,8.5,0.0
Call of Battle,XBOX,2020.0,adventure,Unknown,0.0,8.168376002281503,96620.0
Pixel War,SWITCH,2020.0,rpg,EA,0.0,6.911119779634752,1000000.0
Zombie Land,PC,2021.0,action,Ubisoft,59.99,8.5,1000000.0
Speed Racer X,XBOX,2020.0,action,Sony,59.99,6.911119779634752,1000000.0
Call of Battle,PS4,2019.0,action,Unknown,39.99,6.911119779634752,0.0
Sky Legends,XBOX,2018.0,shooter,Sony,59.99,6.911119779634752,0.0
Zombie Land,PC,2020.0,shooter,EA,59.99,6.911119779634752,1000000.0
Call of Battle,PS4,2019.0,action,Unknown,59.99,1.3304894664017084,500000.0
Mystic Quest,PC,2018.0,action,Sony,59.99,6.911119779634752,1000000.0
Zombie Land,PLAYSTATION,2020.0,rpg,EA,59.99,6.911119779634752,0.0
Dragon Arena,PC,2020.0,rpg,Unknown,59.99,8.5,500000.0
Mystic Quest,PC,2021.0,shooter,Ubisoft,0.0,2.8814588227010045,115611.0
Zombie Land,PLAYSTATION,2020.0,shooter,Unknown,59.99,6.911119779634752,500000.0
Speed Racer X,PC,2020.0,rpg,Unknown,0.0,6.911119779634752,1000000.0
Sky Legends,PS4,2020.0,rpg,Ubisoft,59.99,6.911119779634752,656843.0
Pixel War,XBOX,2019.0,adventure,Unknown,0.0,6.911119779634752,1000000.0
Call of Battle,PLAYSTATION,2019.0,adventure,Nintendo,59.99,6.911119779634752,500000.0
Dragon Arena,PC,2018.0,adventure,Nintendo,59.99,6.911119779634752,646915.0
Dragon Arena,PS4,2019.0,rpg,Nintendo,0.0,6.911119779634752,836981.0
Pixel War,PS4,2021.0,action,Unknown,0.0,6.911119779634752,500000.0
Zombie Land,XBOX,2020.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Sky Legends,PC,2018.0,action,Unknown,0.0,6.911119779634752,1000000.0
Mystic Quest,XBOX,2018.0,rpg,Sony,0.0,8.5,0.0
Speed Racer X,PC,2018.0,adventure,Nintendo,0.0,8.72037529819082,0.0
Call of Battle,SWITCH,2019.0,rpg,Sony,39.99,8.5,500000.0
Speed Racer X,PC,2020.0,adventure,EA,39.99,2.818885722906773,466330.0
Dragon Arena,SWITCH,2020.0,action,Ubisoft,59.99,6.911119779634752,500000.0
Speed Racer X,XBOX,2020.0,action,Unknown,0.0,8.5,760767.0
Zombie Land,SWITCH,2020.0,adventure,Unknown,59.99,1.0369888231071214,721426.0
Mystic Quest,SWITCH,2018.0,action,Unknown,39.99,6.911119779634752,500000.0
Pixel War,PS4,2020.0,action,Ubisoft,59.99,6.911119779634752,0.0
Pixel War,PC,2020.0,action,Ubisoft,59.99,6.911119779634752,587810.0
Speed Racer X,PC,2020.0,shooter,Nintendo,59.99,6.911119779634752,1000000.0
Speed Racer X,PC,2020.0,shooter,Nintendo,0.0,8.5,0.0
Pixel War,PC,2018.0,rpg,EA,59.99,8.5,0.0
Sky Legends,XBOX,2020.0,rpg,Ubisoft,0.0,6.911119779634752,0.0
Sky Legends,PS4,2018.0,adventure,Unknown,0.0,6.911119779634752,0.0
Zombie Land,PS4,2019.0,action,Unknown,59.99,6.911119779634752,500000.0
Dragon Arena,XBOX,2020.0,rpg,Sony,59.99,1.58828678934283,0.0
Zombie Land,XBOX,2019.0,rpg,Nintendo,0.0,6.911119779634752,0.0
Dragon Arena,PLAYSTATION,2020.0,action,Nintendo,0.0,6.911119779634752,0.0
Zombie Land,PC,2021.0,action,Unknown,59.99,6.911119779634752,403460.0
Mystic Quest,PS4,2020.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Sky Legends,PLAYSTATION,2019.0,action,Unknown,0.0,6.911119779634752,0.0
Call of Battle,PC,2020.0,rpg,Nintendo,0.0,6.911119779634752,500000.0
Zombie Land,PC,2020.0,action,Unknown,39.99,6.911119779634752,0.0
Pixel War,PLAYSTATION,2018.0,action,Ubisoft,39.99,6.911119779634752,948132.0
Dragon Arena,PS4,2020.0,action,Sony,0.0,6.911119779634752,0.0
Speed Racer X,PS4,2020.0,rpg,Nintendo,0.0,6.911119779634752,0.0
Pixel War,XBOX,2018.0,shooter,EA,0.0,6.911119779634752,1000000.0
Dragon Arena,XBOX,2018.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Call of Battle,XBOX,2020.0,adventure,EA,59.99,6.911119779634752,500000.0
Pixel War,SWITCH,2021.0,rpg,Sony,0.0,8.5,1000000.0
Speed Racer X,PC,2021.0,adventure,Nintendo,39.99,6.911119779634752,1000000.0
Speed Racer X,PC,2018.0,adventure,EA,59.99,6.911119779634752,0.0
Speed Racer X,PC,2019.0,adventure,Sony,39.99,6.911119779634752,0.0
Sky Legends,PS4,2021.0,shooter,Sony,0.0,6.911119779634752,1000000.0
Speed Racer X,SWITCH,2020.0,action,Unknown,0.0,8.5,500000.0
Zombie Land,PC,2020.0,rpg,EA,59.99,6.911119779634752,0.0
Pixel War,PC,2019.0,adventure,Unknown,0.0,6.911119779634752,488521.0
Sky Legends,PC,2018.0,action,Sony,0.0,7.675174996060374,500000.0
Sky Legends,PC,2020.0,shooter,EA,0.0,6.911119779634752,500000.0
Zombie Land,XBOX,2020.0,rpg,Nintendo,59.99,6.911119779634752,500000.0
Pixel War,XBOX,2020.0,rpg,EA,0.0,8.5,601687.0
Pixel War,XBOX,2020.0,adventure,Unknown,59.99,3.5813408893558503,133981.0
Dragon Arena,XBOX,2020.0,rpg,Ubisoft,0.0,6.911119779634752,15892.0
Sky Legends,PS4,2020.0,adventure,Ubisoft,0.0,8.5,1000000.0
Zombie Land,PS4,2020.0,shooter,EA,59.99,8.5,1000000.0
Dragon Arena,SWITCH,2020.0,rpg,Sony,59.99,8.5,500000.0
Call of Battle,PLAYSTATION,2020.0,adventure,EA,59.99,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2020.0,shooter,Ubisoft,0.0,6.911119779634752,500000.0
Speed Racer X,PC,2020.0,rpg,EA,59.99,6.911119779634752,500000.0
Sky Legends,PLAYSTATION,2018.0,action,Unknown,0.0,6.911119779634752,500000.0
Mystic Quest,XBOX,2020.0,adventure,EA,59.99,6.911119779634752,1000000.0
Pixel War,PLAYSTATION,2020.0,adventure,Ubisoft,0.0,8.5,329487.0
Pixel War,PC,2020.0,action,EA,0.0,1.8792888352824624,0.0
Mystic Quest,PS4,2020.0,rpg,Nintendo,59.99,6.911119779634752,97407.0
Sky Legends,PLAYSTATION,2020.0,action,Unknown,0.0,2.096111181174784,1000000.0
Zombie Land,PLAYSTATION,2020.0,adventure,Unknown,39.99,9.704489578775446,1000000.0
Mystic Quest,XBOX,2021.0,adventure,EA,0.0,6.911119779634752,0.0
Pixel War,PLAYSTATION,2020.0,adventure,Nintendo,59.99,2.457694284815949,291756.0
Zombie Land,SWITCH,2020.0,action,Nintendo,39.99,6.911119779634752,0.0
Speed Racer X,PC,2021.0,action,Unknown,0.0,6.911119779634752,0.0
Speed Racer X,PC,2020.0,action,Sony,0.0,3.3309663081883194,77461.0
Sky Legends,PLAYSTATION,2020.0,adventure,Sony,59.99,8.5,685578.0
Call of Battle,PLAYSTATION,2021.0,rpg,Ubisoft,0.0,6.911119779634752,603553.0
Sky Legends,PLAYSTATION,2020.0,rpg,Sony,0.0,4.635214765343385,1000000.0
Call of Battle,SWITCH,2020.0,adventure,Sony,59.99,6.911119779634752,500000.0
Zombie Land,PC,2020.0,adventure,EA,59.99,6.911119779634752,0.0
Dragon Arena,XBOX,2020.0,adventure,Ubisoft,59.99,6.911119779634752,1000000.0
Mystic Quest,PLAYSTATION,2021.0,action,Unknown,0.0,4.233350093502789,0.0
Pixel War,PS4,2019.0,action,Ubisoft,59.99,6.911119779634752,0.0
Zombie Land,PC,2020.0,shooter,Unknown,59.99,6.911119779634752,18215.0
Mystic Quest,PC,2020.0,adventure,Unknown,59.99,8.5,0.0
Pixel War,XBOX,2020.0,shooter,Ubisoft,0.0,6.21411141080313,1000000.0
Zombie Land,PLAYSTATION,2018.0,rpg,Unknown,59.99,8.5,1000000.0
Pixel War,PC,2020.0,adventure,EA,0.0,6.911119779634752,68064.0
Call of Battle,SWITCH,2020.0,adventure,Unknown,59.99,8.5,500000.0
Dragon Arena,XBOX,2020.0,adventure,Sony,59.99,6.911119779634752,1000000.0
Mystic Quest,XBOX,2020.0,action,EA,0.0,2.56102883830319,500000.0
Speed Racer X,XBOX,2021.0,action,Unknown,59.99,6.911119779634752,256479.0
Speed Racer X,PC,2020.0,adventure,Unknown,0.0,8.5,0.0
Call of Battle,PC,2018.0,action,EA,0.0,6.911119779634752,0.0
Pixel War,PS4,2019.0,action,Unknown,59.99,6.911119779634752,1000000.0
Sky Legends,PLAYSTATION,2018.0,shooter,Ubisoft,0.0,5.498988714132072,500000.0
Mystic Quest,SWITCH,2018.0,shooter,Ubisoft,59.99,6.911119779634752,500000.0
Dragon Arena,XBOX,2020.0,shooter,Ubisoft,0.0,8.5,290854.0
Speed Racer X,PC,2020.0,action,Unknown,39.99,6.911119779634752,1000000.0
Speed Racer X,PLAYSTATION,2018.0,action,Unknown,59.99,6.911119779634752,500000.0
Sky Legends,XBOX,2020.0,rpg,EA,59.99,6.911119779634752,1000000.0
Dragon Arena,PC,2021.0,shooter,EA,59.99,6.911119779634752,500000.0
Zombie Land,PS4,2020.0,adventure,Nintendo,59.99,6.911119779634752,239846.0
Speed Racer X,PLAYSTATION,2021.0,adventure,Ubisoft,0.0,9.022286347940302,0.0
Call of Battle,SWITCH,2019.0,action,Unknown,0.0,6.911119779634752,0.0
Pixel War,PS4,2020.0,rpg,Nintendo,59.99,4.023022034353806,726835.0
Mystic Quest,PS4,2018.0,adventure,Sony,0.0,6.911119779634752,500000.0
Sky Legends,PS4,2020.0,adventure,Unknown,0.0,6.911119779634752,1000000.0
Call of Battle,SWITCH,2020.0,shooter,Sony,39.99,6.911119779634752,0.0
Mystic Quest,PC,2020.0,rpg,Unknown,39.99,6.911119779634752,1000000.0
Sky Legends,PS4,2020.0,action,Sony,59.99,6.911119779634752,770105.0
Zombie Land,PC,2021.0,rpg,Unknown,39.99,6.911119779634752,253194.0
Sky Legends,XBOX,2018.0,adventure,Unknown,0.0,8.5,500000.0
Speed Racer X,PLAYSTATION,2018.0,action,Sony,0.0,6.911119779634752,900596.0
Zombie Land,SWITCH,2020.0,action,Unknown,0.0,6.911119779634752,0.0
Pixel War,PLAYSTATION,2018.0,adventure,Unknown,59.99,6.911119779634752,557710.0
Mystic Quest,SWITCH,2020.0,rpg,Unknown,0.0,8.5,826954.0
Sky Legends,XBOX,2020.0,action,Unknown,0.0,4.2759146987781005,0.0
Mystic Quest,SWITCH,2020.0,action,Nintendo,59.99,6.911119779634752,740113.0
Sky Legends,PLAYSTATION,2020.0,action,Ubisoft,59.99,3.147694348221305,0.0
Pixel War,XBOX,2020.0,adventure,Unknown,59.99,8.5,500000.0
Mystic Quest,PC,2020.0,rpg,Nintendo,59.99,6.911119779634752,0.0
Sky Legends,PC,2020.0,action,Sony,0.0,6.911119779634752,500000.0
Zombie Land,PC,2020.0,adventure,Unknown,0.0,8.279162889739572,0.0
Call of Battle,PC,2021.0,action,Nintendo,59.99,6.911119779634752,1000000.0
Zombie Land,PS4,2020.0,action,Unknown,0.0,6.911119779634752,1000000.0
Zombie Land,XBOX,2021.0,rpg,Unknown,0.0,8.5,67007.0
Dragon Arena,XBOX,2019.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Zombie Land,PC,2020.0,adventure,Unknown,39.99,6.911119779634752,1000000.0
Dragon Arena,XBOX,2019.0,adventure,Nintendo,59.99,6.911119779634752,808141.0
Speed Racer X,XBOX,2020.0,rpg,Ubisoft,0.0,6.911119779634752,1000000.0
Speed Racer X,XBOX,2020.0,adventure,Unknown,39.99,8.5,123596.0
Mystic Quest,PC,2019.0,rpg,Nintendo,59.99,6.911119779634752,742484.0
Pixel War,XBOX,2020.0,action,Nintendo,0.0,8.5,500000.0
Call of Battle,PC,2021.0,rpg,Ubisoft,0.0,8.5,500000.0
Pixel War,PLAYSTATION,2020.0,rpg,Nintendo,39.99,6.911119779634752,1000000.0
Dragon Arena,PC,2020.0,rpg,Nintendo,0.0,6.911119779634752,944901.0
Speed Racer X,PLAYSTATION,2020.0,action,Nintendo,59.99,8.5,500000.0
Call of Battle,XBOX,2018.0,shooter,Unknown,59.99,8.5,500000.0
Speed Racer X,PC,2018.0,shooter,Sony,0.0,7.04401998682777,0.0
Speed Racer X,SWITCH,2020.0,shooter,Unknown,0.0,6.911119779634752,1000000.0
Pixel War,XBOX,2021.0,rpg,Sony,59.99,6.911119779634752,500000.0
Zombie Land,XBOX,2020.0,action,Ubisoft,0.0,6.911119779634752,0.0
Mystic Quest,PS4,2020.0,adventure,Sony,0.0,8.5,877097.0
Speed Racer X,PS4,2020.0,rpg,Unknown,59.99,6.911119779634752,0.0
Call of Battle,PC,2021.0,adventure,Nintendo,0.0,6.911119779634752,1000000.0
Speed Racer X,PS4,2020.0,rpg,Nintendo,0.0,6.911119779634752,500000.0
Zombie Land,PC,2020.0,rpg,Ubisoft,59.99,8.5,500000.0
Pixel War,XBOX,2020.0,rpg,EA,0.0,6.911119779634752,1000000.0
Zombie Land,PLAYSTATION,2020.0,action,EA,59.99,6.911119779634752,500000.0
Sky Legends,SWITCH,2020.0,rpg,Nintendo,0.0,7.173215525480854,392330.0
Dragon Arena,XBOX,2019.0,shooter,EA,59.99,8.5,1000000.0
Call of Battle,XBOX,2020.0,rpg,Unknown,59.99,6.911119779634752,556338.0
Sky Legends,PS4,2020.0,adventure,Ubisoft,39.99,8.5,500000.0
Dragon Arena,XBOX,2020.0,adventure,Unknown,39.99,6.911119779634752,500000.0
Dragon Arena,PS4,2018.0,action,Unknown,59.99,6.911119779634752,500000.0
Speed Racer X,PC,2019.0,action,Unknown,59.99,6.911119779634752,644226.0
Zombie Land,SWITCH,2018.0,action,Ubisoft,59.99,6.911119779634752,500000.0
Speed Racer X,XBOX,2021.0,shooter,Unknown,39.99,8.5,500000.0
Call of Battle,PLAYSTATION,2020.0,action,Ubisoft,59.99,8.5,1000000.0
Mystic Quest,PS4,2019.0,action,EA,0.0,7.217363229894735,82511.0
Dragon Arena,SWITCH,2020.0,rpg,EA,59.99,6.911119779634752,622990.0
Zombie Land,PC,2020.0,action,EA,59.99,7.008277811798837,821375.0
Sky Legends,PS4,2020.0,action,Ubisoft,0.0,4.1638029982397855,500000.0
Sky Legends,XBOX,2020.0,action,Unknown,39.99,8.5,530435.0
Call of Battle,XBOX,2020.0,adventure,EA,0.0,8.5,1000000.0
Zombie Land,PLAYSTATION,2018.0,action,Nintendo,0.0,6.911119779634752,0.0
Call of Battle,XBOX,2020.0,action,Sony,59.99,6.911119779634752,500000.0
Pixel War,XBOX,2020.0,adventure,EA,59.99,3.9530386659757433,500000.0
Zombie Land,PC,2020.0,rpg,Unknown,39.99,6.911119779634752,500000.0
Dragon Arena,SWITCH,2019.0,adventure,EA,39.99,6.911119779634752,189006.0
Pixel War,SWITCH,2020.0,action,Sony,0.0,5.703961386732267,1000000.0
Zombie Land,SWITCH,2020.0,shooter,EA,0.0,8.5,500000.0
Speed Racer X,XBOX,2019.0,shooter,Sony,59.99,6.911119779634752,0.0
Mystic Quest,XBOX,2020.0,adventure,Unknown,0.0,6.911119779634752,0.0
Pixel War,PC,2021.0,rpg,Unknown,59.99,6.911119779634752,114284.0
Mystic Quest,SWITCH,2021.0,action,Unknown,59.99,1.2675116650494225,871645.0
Zombie Land,PLAYSTATION,2018.0,action,Sony,0.0,8.5,318459.0
Dragon Arena,PC,2020.0,adventure,Unknown,39.99,6.911119779634752,500000.0
Pixel War,SWITCH,2021.0,shooter,Nintendo,0.0,6.911119779634752,574172.0
Dragon Arena,PC,2021.0,action,Sony,0.0,6.911119779634752,0.0
Call of Battle,PC,2019.0,shooter,Unknown,39.99,8.5,0.0
Speed Racer X,XBOX,2020.0,rpg,Sony,39.99,6.911119779634752,0.0
Zombie Land,PC,2020.0,action,Unknown,59.99,6.911119779634752,0.0
Sky Legends,PLAYSTATION,2020.0,adventure,Nintendo,59.99,6.911119779634752,1000000.0
Dragon Arena,XBOX,2020.0,adventure,Unknown,0.0,6.911119779634752,400060.0
Zombie Land,XBOX,2020.0,rpg,Nintendo,59.99,8.5,500000.0
Sky Legends,PC,2020.0,action,Nintendo,59.99,4.038348313629726,500000.0
Call of Battle,SWITCH,2020.0,adventure,Sony,0.0,6.911119779634752,280570.0
Pixel War,SWITCH,2020.0,action,Nintendo,0.0,6.911119779634752,601350.0
Dragon Arena,SWITCH,2018.0,adventure,Unknown,59.99,6.911119779634752,500000.0
Speed Racer X,PC,2020.0,rpg,Sony,59.99,5.472565402977152,1000000.0
Mystic Quest,XBOX,2018.0,rpg,Unknown,0.0,6.911119779634752,779974.0
Pixel War,XBOX,2020.0,action,Unknown,59.99,6.911119779634752,0.0
Zombie Land,PS4,2020.0,adventure,EA,0.0,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2020.0,rpg,Ubisoft,0.0,6.911119779634752,0.0
Pixel War,XBOX,2020.0,action,EA,0.0,8.5,0.0
Speed Racer X,PLAYSTATION,2020.0,adventure,Sony,59.99,6.911119779634752,0.0
Sky Legends,PLAYSTATION,2020.0,action,Unknown,59.99,8.5,1000000.0
Pixel War,PLAYSTATION,2020.0,rpg,Sony,0.0,3.867878621382068,1000000.0
Dragon Arena,SWITCH,2020.0,adventure,Nintendo,0.0,6.911119779634752,0.0
Speed Racer X,PC,2019.0,action,EA,59.99,6.911119779634752,0.0
Sky Legends,SWITCH,2021.0,adventure,EA,59.99,8.5,500000.0
Dragon Arena,XBOX,2020.0,adventure,Unknown,59.99,6.798644391243824,0.0
Dragon Arena,PC,2018.0,adventure,EA,59.99,6.41439766199747,0.0
Mystic Quest,PLAYSTATION,2020.0,action,Sony,39.99,8.5,248507.0
Sky Legends,PLAYSTATION,2020.0,action,Unknown,0.0,6.911119779634752,0.0
Call of Battle,PS4,2020.0,action,Nintendo,59.99,6.911119779634752,1000000.0
Zombie Land,PS4,2019.0,action,Ubisoft,59.99,6.911119779634752,500000.0
Dragon Arena,PC,2018.0,rpg,Unknown,59.99,7.296559553879485,0.0
Zombie Land,PLAYSTATION,2019.0,rpg,Ubisoft,59.99,6.911119779634752,500000.0
Call of Battle,PLAYSTATION,2020.0,action,Unknown,0.0,8.190471891072649,1000000.0
Mystic Quest,PC,2021.0,rpg,Unknown,0.0,4.2656958857805565,1000000.0
Dragon Arena,SWITCH,2021.0,action,Sony,59.99,8.5,1000000.0
Dragon Arena,PS4,2021.0,adventure,Nintendo,39.99,6.911119779634752,828659.0
Mystic Quest,XBOX,2018.0,adventure,Sony,0.0,6.911119779634752,0.0
Dragon Arena,PC,2020.0,action,Unknown,59.99,6.911119779634752,500000.0
Zombie Land,PLAYSTATION,2018.0,adventure,EA,0.0,6.911119779634752,1000000.0
Call of Battle,SWITCH,2019.0,adventure,Nintendo,59.99,6.182284107357922,1000000.0
Sky Legends,PLAYSTATION,2020.0,adventure,Unknown,39.99,6.911119779634752,0.0
Dragon Arena,XBOX,2021.0,rpg,Unknown,59.99,6.911119779634752,500000.0
Dragon Arena,XBOX,2019.0,action,Sony,59.99,6.911119779634752,1000000.0
Call of Battle,PC,2020.0,adventure,Unknown,0.0,3.0583652120948064,1000000.0
Mystic Quest,PLAYSTATION,2020.0,action,EA,0.0,6.911119779634752,1000000.0
Call of Battle,XBOX,2019.0,shooter,EA,59.99,6.911119779634752,0.0
Dragon Arena,PLAYSTATION,2021.0,action,Ubisoft,0.0,6.911119779634752,0.0
Zombie Land,PS4,2021.0,adventure,Ubisoft,0.0,6.911119779634752,1000000.0
Zombie Land,PS4,2021.0,adventure,Ubisoft,59.99,6.911119779634752,0.0
Speed Racer X,XBOX,2020.0,adventure,Unknown,0.0,6.911119779634752,500000.0
Pixel War,SWITCH,2020.0,action,Unknown,0.0,6.911119779634752,269672.0
Call of Battle,PC,2018.0,action,Nintendo,59.99,6.911119779634752,636829.0
Call of Battle,XBOX,2020.0,shooter,Sony,59.99,6.911119779634752,139661.0
Sky Legends,PS4,2020.0,action,Unknown,0.0,6.911119779634752,139327.0
Mystic Quest,PLAYSTATION,2020.0,rpg,Ubisoft,59.99,2.0515785054819764,0.0
Dragon Arena,XBOX,2020.0,adventure,Nintendo,0.0,6.911119779634752,500000.0
Sky Legends,XBOX,2021.0,action,Nintendo,0.0,8.5,0.0
Call of Battle,PS4,2019.0,action,Ubisoft,59.99,6.911119779634752,0.0
Zombie Land,PC,2021.0,action,Sony,59.99,6.911119779634752,0.0
Zombie Land,PC,2020.0,adventure,Ubisoft,59.99,8.5,500000.0
Speed Racer X,XBOX,2019.0,adventure,Unknown,39.99,6.911119779634752,223713.0
Sky Legends,XBOX,2020.0,action,Sony,59.99,6.911119779634752,710790.0
Mystic Quest,PC,2020.0,adventure,Unknown,59.99,6.911119779634752,975282.0
Dragon Arena,XBOX,2019.0,action,EA,0.0,6.911119779634752,500000.0
Sky Legends,PLAYSTATION,2018.0,rpg,EA,0.0,6.911119779634752,1000000.0
Speed Racer X,XBOX,2018.0,adventure,Unknown,59.99,3.908537620181759,780930.0
Sky Legends,PC,2021.0,action,Sony,59.99,6.911119779634752,94520.0
Dragon Arena,PS4,2019.0,rpg,Sony,59.99,8.5,500000.0
Zombie Land,XBOX,2021.0,adventure,Nintendo,0.0,6.911119779634752,698848.0
Dragon Arena,XBOX,2020.0,action,Sony,0.0,6.911119779634752,0.0
Call of Battle,XBOX,2021.0,adventure,Nintendo,0.0,6.911119779634752,98462.0
Sky Legends,XBOX,2021.0,adventure,Ubisoft,0.0,8.5,0.0
Sky Legends,PLAYSTATION,2020.0,shooter,EA,59.99,5.213972545684872,0.0
Mystic Quest,PS4,2019.0,adventure,Nintendo,39.99,6.911119779634752,310834.0
Sky Legends,PC,2018.0,shooter,EA,0.0,4.824221690872123,500000.0
Mystic Quest,XBOX,2020.0,action,Unknown,59.99,6.911119779634752,1000000.0
Dragon Arena,SWITCH,2018.0,action,Sony,0.0,6.911119779634752,0.0
Dragon Arena,PLAYSTATION,2021.0,shooter,Nintendo,59.99,8.5,1000000.0
Call of Battle,PLAYSTATION,2020.0,rpg,Unknown,59.99,4.9041902855737805,0.0
Call of Battle,PC,2019.0,adventure,Sony,0.0,6.911119779634752,0.0
Mystic Quest,PC,2020.0,shooter,Nintendo,0.0,6.911119779634752,500000.0
Call of Battle,PS4,2019.0,action,Ubisoft,59.99,8.5,901739.0
Speed Racer X,SWITCH,2020.0,action,Unknown,59.99,6.911119779634752,201188.0
Mystic Quest,XBOX,2021.0,action,Sony,0.0,8.5,1000000.0
Pixel War,PLAYSTATION,2021.0,rpg,Sony,59.99,6.911119779634752,1000000.0
Mystic Quest,PC,2020.0,adventure,Sony,59.99,4.004650503924999,0.0
Zombie Land,XBOX,2021.0,adventure,Unknown,0.0,6.911119779634752,0.0
Zombie Land,SWITCH,2020.0,shooter,Unknown,0.0,6.911119779634752,244170.0
Sky Legends,PC,2021.0,shooter,Nintendo,0.0,6.911119779634752,0.0
Call of Battle,SWITCH,2020.0,adventure,Nintendo,0.0,7.277629963502809,500000.0
Pixel War,PS4,2021.0,rpg,Sony,59.99,6.911119779634752,500000.0
Sky Legends,XBOX,2020.0,adventure,Unknown,0.0,6.911119779634752,0.0
Zombie Land,XBOX,2020.0,adventure,Unknown,59.99,8.5,1000000.0
Mystic Quest,PLAYSTATION,2020.0,action,Unknown,0.0,8.5,0.0
Call of Battle,XBOX,2021.0,rpg,Nintendo,59.99,2.884896472181936,500000.0
Mystic Quest,XBOX,2020.0,action,Ubisoft,39.99,6.911119779634752,34522.0
